Country Name,Country Code,Year,"Personal remittances, received (% of GDP)","Unemployment, total (% of total labor force)",GDP (current US$)_x,GDP growth (annual %)_x,GDP (current US$)_y,GDP growth (annual %)_y
Cote d'Ivoire,CIV,1994,1.328068385,5.005,8313557515,0.811206684,8313557515,0.811206684
Cameroon,CMR,1994,0.128068173,7.871,8902446258,1.876809226,8902446258,1.876809226
"Congo, Dem. Rep.",COD,1994,,2.993,5820382248,-3.899996803,5820382248,-3.899996803
"Congo, Rep.",COG,1994,0.241144635,20.368,1769365439,-5.493075745,1769365439,-5.493075745
Colombia,COL,1994,1.185171735,8.25,81705497617,5.814661908,81705497617,5.814661908
Comoros,COM,1994,4.772402362,5.096,319189184.3,-5.276782997,319189184.3,-5.276782997
Cabo Verde,CPV,1994,21.01763655,11.328,406580652.3,19.18264182,406580652.3,19.18264182
Costa Rica,CRI,1994,0.163062341,4.05,10486787030,4.519028377,10486787030,4.519028377
Caribbean small states,CSS,1994,4.298013858,12.167369,20205168290,2.786085384,20205168290,2.786085384
Cuba,CUB,1994,,8.146,28448326757,0.71693031,28448326757,0.71693031
Curacao,CUW,1994,,,,,,
Cayman Islands,CYM,1994,,,,,,
Cyprus,CYP,1994,1.094431787,2.7,7425703929,5.899998701,7425703929,5.899998701
Czechia,CZE,1994,0.342753709,4.3,47850065329,2.909309433,47850065329,2.909309433
Germany,DEU,1994,0.199943454,8.73,2.20507E+12,2.391892071,2.20507E+12,2.391892071
Djibouti,DJI,1994,2.755668892,29.494,491689220.7,,491689220.7,
Dominica,DMA,1994,5.025146625,,264374074.1,0.034481485,264374074.1,0.034481485
Denmark,DNK,1994,0.280948468,8.04,1.56164E+11,5.332462712,1.56164E+11,5.332462712
Dominican Republic,DOM,1994,5.445643373,6.413,14644734248,2.600354268,14644734248,2.600354268
Algeria,DZA,1994,3.279021684,27.74,42543177031,-0.899996552,42543177031,-0.899996552
East Asia & Pacific (excluding high income),EAP,1994,0.602251757,2.914822243,1.07132E+12,10.93243752,1.07132E+12,10.93243752
Early-demographic dividend,EAR,1994,1.518758675,6.3696006,2.49796E+12,3.401872122,2.49796E+12,3.401872122
East Asia & Pacific,EAS,1994,0.184644822,2.960555146,7.40385E+12,5.237603927,7.40385E+12,5.237603927
Europe & Central Asia (excluding high income),ECA,1994,1.377835883,7.742932093,6.74027E+11,-11.16687211,6.74027E+11,-11.16687211
Europe & Central Asia,ECS,1994,0.430503594,9.660582349,9.41289E+12,1.233601298,9.41289E+12,1.233601298
Ecuador,ECU,1994,1.216407524,4.49,22708673337,4.258250468,22708673337,4.258250468
"Egypt, Arab Rep.",EGY,1994,7.075419429,10.93,51897983393,3.973172185,51897983393,3.973172185
Euro area,EMU,1994,0.419129801,11.75974414,6.51562E+12,2.460201324,6.51562E+12,2.460201324
Eritrea,ERI,1994,,5.49,531688311.7,21.22141119,531688311.7,21.22141119
Spain,ESP,1994,0.495945639,24.21,5.30563E+11,2.383195326,5.30563E+11,2.383195326
Estonia,EST,1994,,7.56,,,,
Ethiopia,ETH,1994,0.355453886,3.1,6927950565,3.189964582,6927950565,3.189964582
European Union,EUU,1994,0.40546854,11.50168913,7.16193E+12,2.652355729,7.16193E+12,2.652355729
Fragile and conflict affected situations,FCS,1994,,4.485439514,3.1438E+11,-3.800699488,3.1438E+11,-3.800699488
Finland,FIN,1994,0.064756815,16.43,1.033E+11,3.963052424,1.033E+11,3.963052424
Fiji,FJI,1994,1.623583153,4.696,1825732093,5.099999609,1825732093,5.099999609
France,FRA,1994,0.283641482,12.59,1.39398E+12,2.358342181,1.39398E+12,2.358342181
Faroe Islands,FRO,1994,,,,,,
"Micronesia, Fed. Sts.",FSM,1994,,,202500000,-0.534521158,202500000,-0.534521158
Gabon,GAB,1994,0.089540225,17.716,4190819347,3.712754841,4190819347,3.712754841
United Kingdom,GBR,1994,0.172641316,9.65,1.14044E+12,3.84600916,1.14044E+12,3.84600916
Georgia,GEO,1994,,8.4,2514070772,-10.39999397,2514070772,-10.39999397
Ghana,GHA,1994,0.288265386,5.881,5446370115,3.299999739,5446370115,3.299999739
Gibraltar,GIB,1994,,,,,,
Guinea,GIN,1994,0.014483789,4.536,3383092770,3.970099106,3383092770,3.970099106
"Gambia, The",GMB,1994,,8.169,746493955,0.15434596,746493955,0.15434596
Guinea-Bissau,GNB,1994,0.707353501,2.991,235620043.5,3.20000002,235620043.5,3.20000002
Equatorial Guinea,GNQ,1994,0.502232223,7.754,100807002.6,16.66883554,100807002.6,16.66883554
Greece,GRC,1994,2.475090394,8.86,1.16602E+11,2.000000261,1.16602E+11,2.000000261
Grenada,GRD,1994,8.046234744,,325111814.8,1.693556044,325111814.8,1.693556044
Greenland,GRL,1994,,,1005887592,5.924369801,1005887592,5.924369801
Guatemala,GTM,1994,2.191287678,2.676,12983233687,4.033741496,12983233687,4.033741496
Guam,GUM,1994,,7.6,,,,
Guyana,GUY,1994,0.247746743,11.847,540874934.2,8.532423167,540874934.2,8.532423167
High income,HIC,1994,0.186191948,7.848143799,2.34257E+13,3.328059625,2.34257E+13,3.328059625
"Hong Kong SAR, China",HKG,1994,,1.9,1.35812E+11,6.036150515,1.35812E+11,6.036150515
Honduras,HND,1994,1.917161113,3.237,4642280682,0.211903499,4642280682,0.211903499
Heavily indebted poor countries (HIPC),HPC,1994,1.036842279,4.987047231,1.16859E+11,0.097344622,1.16859E+11,0.097344622
Croatia,HRV,1994,,10.641,,,,
Haiti,HTI,1994,,7.615,2167569095,-11.95062929,2167569095,-11.95062929
Hungary,HUN,1994,,10.85,43166678735,2.947154556,43166678735,2.947154556
IBRD only,IBD,1994,1.014338271,5.353581617,4.33271E+12,3.693890023,4.33271E+12,3.693890023
IDA & IBRD total,IBT,1994,1.136167982,5.155040284,4.68512E+12,3.45088025,4.68512E+12,3.45088025
IDA total,IDA,1994,2.762873729,4.205554866,3.51486E+11,1.015331762,3.51486E+11,1.015331762
IDA blend,IDB,1994,2.254391929,3.444493903,1.33301E+11,0.809917277,1.33301E+11,0.809917277
Indonesia,IDN,1994,0.253826987,4.37,1.76892E+11,7.539971096,1.76892E+11,7.539971096
IDA only,IDX,1994,3.094842345,4.53316849,2.18693E+11,1.212696035,2.18693E+11,1.212696035
Isle of Man,IMN,1994,,,,4.000001204,,4.000001204
India,IND,1994,1.789529873,6.83,3.27276E+11,6.658924067,3.27276E+11,6.658924067
Not classified,INX,1994,,,,,,
Ireland,IRL,1994,0.566791398,14.54,57097656066,5.755827057,57097656066,5.755827057
"Iran, Islamic Rep.",IRN,1994,1.670344646,10.064,71841461173,-1.698286119,71841461173,-1.698286119
Iraq,IRQ,1994,,9.038,3991349283,3.854532449,3991349283,3.854532449
Iceland,ISL,1994,0.743515718,5.33,6389462322,,6389462322,
Israel,ISR,1994,,9.93,,,,
Italy,ITA,1994,0.220099316,11.09,1.09922E+12,2.151023638,1.09922E+12,2.151023638
Jamaica,JAM,1994,9.575320247,7.153,5452558892,1.383389803,5452558892,1.383389803
Jordan,JOR,1994,17.54091409,17.166,6236295978,4.9714767,6236295978,4.9714767
Japan,JPN,1994,0.017487153,2.9,4.9988E+12,1.083383174,4.9988E+12,1.083383174
Kazakhstan,KAZ,1994,,7.54,21250792886,-12.6,21250792886,-12.6
Kenya,KEN,1994,1.920497281,3.21,7148148564,2.632784518,7148148564,2.632784518
Kyrgyz Republic,KGZ,1994,0.059607127,1.236,1681006993,-20.08515884,1681006993,-20.08515884
Cambodia,KHM,1994,0.40480968,1.38,2791435272,-34.80863877,2791435272,-34.80863877
Kiribati,KIR,1994,12.58266695,,54834548.93,1.724137931,54834548.93,1.724137931
St. Kitts and Nevis,KNA,1994,5.96413763,,295159259.3,5.301719051,295159259.3,5.301719051
"Korea, Rep.",KOR,1994,0.665872355,2.48,4.63617E+11,9.268666338,4.63617E+11,9.268666338
Kuwait,KWT,1994,,0.7,24848483838,8.436165645,24848483838,8.436165645
Latin America & Caribbean (excluding high income),LAC,1994,0.702828455,6.418502747,1.58797E+12,5.436740584,1.58797E+12,5.436740584
Lao PDR,LAO,1994,0.647833564,2.506,1543606345,8.15901853,1543606345,8.15901853
Lebanon,LBN,1994,,8.504,9599127050,8.105241978,9599127050,8.105241978
Liberia,LBR,1994,,2.29,,,,
Libya,LBY,1994,,20.113,28610532505,,28610532505,
St. Lucia,LCA,1994,3.051894039,17,713703703.7,1.598560162,713703703.7,1.598560162
Latin America & Caribbean,LCN,1994,0.683727504,6.632275674,1.7901E+12,5.380858874,1.7901E+12,5.380858874
Least developed countries: UN classification,LDC,1994,4.042321346,4.119343993,1.36273E+11,0.942054483,1.36273E+11,0.942054483
Low income,LIC,1994,2.307090117,4.615801392,1.12061E+11,1.891867443,1.12061E+11,1.891867443
Liechtenstein,LIE,1994,,,1948128911,6.866144132,1948128911,6.866144132
Sri Lanka,LKA,1994,6.103572292,13.03,11717604209,5.599918725,11717604209,5.599918725
Lower middle income,LMC,1994,3.019129471,5.83376203,9.52835E+11,1.618596297,9.52835E+11,1.618596297
Low & middle income,LMY,1994,1.176764101,5.008125901,4.40914E+12,3.358595185,4.40914E+12,3.358595185
Lesotho,LSO,1994,128.9775494,16.991,878250862.8,5.979873128,878250862.8,5.979873128
Late-demographic dividend,LTE,1994,0.708354239,4.274919097,2.45658E+12,4.496605781,2.45658E+12,4.496605781
Lithuania,LTU,1994,,13.8,,,,
Luxembourg,LUX,1994,,3.48,17701798891,3.820920195,17701798891,3.820920195
Latvia,LVA,1994,,18.7,,,,
"Macao SAR, China",MAC,1994,,2.48,6311207516,4.253021115,6311207516,4.253021115
St. Martin (French part),MAF,1994,,,,,,
Morocco,MAR,1994,5.132536947,13.002,35604137423,10.5880004,35604137423,10.5880004
Monaco,MCO,1994,,,2720297793,2.21562469,2720297793,2.21562469
Moldova,MDA,1994,,5.8,,,,
Madagascar,MDG,1994,0.361815355,5.294,3522227094,-0.042101301,3522227094,-0.042101301
Maldives,MDV,1994,0.610531088,0.815,356014932.1,,356014932.1,
Middle East & North Africa,MEA,1994,,11.82118534,6.59806E+11,2.500479423,6.59806E+11,2.500479423
Mexico,MEX,1994,0.780927775,4.44,5.27811E+11,4.941080676,5.27811E+11,4.941080676
Marshall Islands,MHL,1994,,,108071000,5.877726957,108071000,5.877726957
Middle income,MIC,1994,1.152466823,5.03461323,4.29839E+12,3.388931173,4.29839E+12,3.388931173
North Macedonia,MKD,1994,,30,3559608613,-1.758166181,3559608613,-1.758166181
Mali,MLI,1994,4.956521259,1.263,2081846499,3.779934051,2081846499,3.779934051
Malta,MLT,1994,0.785282447,6.292,2998570147,5.651104737,2998570147,5.651104737
Myanmar,MMR,1994,1.093814645,0.688,3821535780,6.779767595,3821535780,6.779767595
Middle East & North Africa (excluding high income),MNA,1994,4.177254446,12.83089946,3.18547E+11,2.102033767,3.18547E+11,2.102033767
Montenegro,MNE,1994,,27.184,,,,
Mongolia,MNG,1994,,5.617,925817092.2,2.134382695,925817092.2,2.134382695
Northern Mariana Islands,MNP,1994,,,,,,
Mozambique,MOZ,1994,1.959553514,2.744,2796555381,6.533396458,2796555381,6.533396458
Mauritania,MRT,1994,0.251728652,10.171,1944876755,-3.060732225,1944876755,-3.060732225
Mauritius,MUS,1994,3.316336039,9.617,3558143644,4.136142861,3558143644,4.136142861
Malawi,MWI,1994,0.044591055,4.989,1719864761,-10.24018171,1719864761,-10.24018171
Malaysia,MYS,1994,0.160142998,3.655,74478356958,9.212041793,74478356958,9.212041793
North America,NAC,1994,0.026663059,6.550999189,7.86905E+12,4.063882738,7.86905E+12,4.063882738
Namibia,NAM,1994,0.406328788,19.4,3666503185,1.729879488,3666503185,1.729879488
New Caledonia,NCL,1994,,18.304,3038728391,2.590186906,3038728391,2.590186906
Niger,NER,1994,0.356220471,1.427,1938058176,1.854778791,1938058176,1.854778791
Nigeria,NGA,1994,1.625253429,3.97,33833043778,-1.814924483,33833043778,-1.814924483
Nicaragua,NIC,1994,1.294268808,7.106,3863185119,3.337725997,3863185119,3.337725997
Netherlands,NLD,1994,0.259557422,7.16,3.7913E+11,2.961092569,3.7913E+11,2.961092569
Norway,NOR,1994,0.133957502,5.35,1.27132E+11,5.055273981,1.27132E+11,5.055273981
Nepal,NPL,1994,1.23238961,10.638,4066775510,8.216002693,4066775510,8.216002693
Nauru,NRU,1994,,,,,,
New Zealand,NZL,1994,2.087691396,8.35,55313381443,5.119248113,55313381443,5.119248113
OECD members,OED,1994,0.21330337,7.831971262,2.32797E+13,3.221270875,2.32797E+13,3.221270875
Oman,OMN,1994,0.301974916,4.063,12918855657,3.875774167,12918855657,3.875774167
Other small states,OSS,1994,4.534773116,11.19411144,60952773468,,60952773468,
Pakistan,PAK,1994,3.345115659,0.645,52293471393,3.737415553,52293471393,3.737415553
Panama,PAN,1994,1.195905331,6.11,9365289800,2.850146814,9365289800,2.850146814
Peru,PER,1994,1.053872732,4.324,44882079767,12.30836618,44882079767,12.30836618
Philippines,PHL,1994,4.718468075,3.661,73159337838,4.373665918,73159337838,4.373665918
Palau,PLW,1994,,,,,,
Papua New Guinea,PNG,1994,0.361716544,2.662,5502786070,5.94210906,5502786070,5.94210906
Poland,POL,1994,0.524351027,14.83,1.10804E+11,5.292802067,1.10804E+11,5.292802067
Pre-demographic dividend,PRE,1994,1.383227988,4.959629228,1.35925E+11,0.135061206,1.35925E+11,0.135061206
Puerto Rico,PRI,1994,,14.6,39690630000,4.185958613,39690630000,4.185958613
"Korea, Dem. People's Rep.",PRK,1994,,2.509,,,,
Portugal,PRT,1994,3.817821445,6.71,99688641304,0.964837925,99688641304,0.964837925
Paraguay,PRY,1994,1.879053895,4.41,7870982005,5.31791766,7870982005,5.31791766
West Bank and Gaza,PSE,1994,,11.179,2843300000,,2843300000,
Pacific island small states,PSS,1994,3.924908648,3.156052241,3426105626,4.85657519,3426105626,4.85657519
Post-demographic dividend,PST,1994,0.182318456,7.498265742,2.25219E+13,3.142532713,2.25219E+13,3.142532713
French Polynesia,PYF,1994,,12.207,3676123796,-1.666325164,3676123796,-1.666325164
Qatar,QAT,1994,,0.818,7374450769,,7374450769,
Romania,ROU,1994,0.036577806,8.17,30072880812,3.93194273,30072880812,3.93194273
Russian Federation,RUS,1994,1.154963848,8.13,3.95077E+11,-12.56975598,3.95077E+11,-12.56975598
Rwanda,RWA,1994,1.66244327,12.024,753636370.5,-50.2480671,753636370.5,-50.2480671
South Asia,SAS,1994,2.2176537,6.037819174,4.32196E+11,5.952910434,4.32196E+11,5.952910434
Saudi Arabia,SAU,1994,,6.41,1.35175E+11,0.55872019,1.35175E+11,0.55872019
Sudan,SDN,1994,0.83790594,15.705,12793798418,1.006229248,12793798418,1.006229248
Senegal,SEN,1994,2.260997115,5.654,5034588199,-0.047520949,5034588199,-0.047520949
Singapore,SGP,1994,,3.03,73688716391,11.09568931,73688716391,11.09568931
Solomon Islands,SLB,1994,,1.422,402836964.5,8.100001226,402836964.5,8.100001226
Sierra Leone,SLE,1994,0.006130184,3.466,911915970.7,-1.947385129,911915970.7,-1.947385129
El Salvador,SLV,1994,12.65376654,7.68,7679384000,4.692061727,7679384000,4.692061727
San Marino,SMR,1994,,,,,,
Somalia,SOM,1994,,19.884,,,,
Serbia,SRB,1994,,13.422,,,,
Sub-Saharan Africa (excluding high income),SSA,1994,1.058302095,6.092085173,3.24341E+11,1.074024552,3.24341E+11,1.074024552
South Sudan,SSD,1994,,12.164,,,,
Sub-Saharan Africa,SSF,1994,1.056547004,6.092085173,3.24862E+11,1.070097671,3.24862E+11,1.070097671
Small states,SST,1994,4.438544815,10.94816983,84517547649,,84517547649,
Sao Tome and Principe,STP,1994,,14.45,,,,
Suriname,SUR,1994,0.033030961,12.7,605492537.3,3.399998897,605492537.3,3.399998897
Slovak Republic,SVK,1994,0.240502883,13.65,20162936291,6.205531203,20162936291,6.205531203
Slovenia,SVN,1994,,8.24,,,,
Sweden,SWE,1994,0.1088566,9.58,2.29034E+11,3.929972837,2.29034E+11,3.929972837
Eswatini,SWZ,1994,5.430064106,21.747,1419294121,2.400691039,1419294121,2.400691039
Sint Maarten (Dutch part),SXM,1994,,,,,,
Seychelles,SYC,1994,0.057322774,,517570058.2,-2.436568811,517570058.2,-2.436568811
Syrian Arab Republic,SYR,1994,1.186596154,7.5,45086948775,7.213029205,45086948775,7.213029205
Turks and Caicos Islands,TCA,1994,,,,,,
Chad,TCD,1994,0.061369212,0.675,1179837964,10.13688763,1179837964,10.13688763
East Asia & Pacific (IDA & IBRD countries),TEA,1994,0.602251757,2.92031441,1.06999E+12,10.93243752,1.06999E+12,10.93243752
Europe & Central Asia (IDA & IBRD countries),TEC,1994,1.180923341,8.443463046,8.34809E+11,-8.611446254,8.34809E+11,-8.611446254
Togo,TGO,1994,1.146256154,3.764,1335309430,14.98241435,1335309430,14.98241435
Thailand,THA,1994,0.873253601,1.35,1.46684E+11,7.997024667,1.46684E+11,7.997024667
Tajikistan,TJK,1994,,8.8,1522018436,-21.29999801,1522018436,-21.29999801
Turkmenistan,TKM,1994,,4.7,2561118608,-17.29986047,2561118608,-17.29986047
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,0.68140552,6.523549028,1.70816E+12,5.489751109,1.70816E+12,5.489751109
Timor-Leste,TLS,1994,,3.606,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1994,4.177254446,12.84282343,3.15703E+11,2.102033767,3.15703E+11,2.102033767
Tonga,TON,1994,,1.654,195990986.2,4.952521321,195990986.2,4.952521321
South Asia (IDA & IBRD),TSA,1994,2.2176537,6.037819174,4.32196E+11,5.952910434,4.32196E+11,5.952910434
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,1.056547004,6.092085173,3.24862E+11,1.070097671,3.24862E+11,1.070097671
Trinidad and Tobago,TTO,1994,0.54142201,18.44,4947181506,3.567180606,4947181506,3.567180606
Tunisia,TUN,1994,4.021803665,15.919,15633171728,3.178411322,15633171728,3.178411322
Turkiye,TUR,1994,2.010686752,8.58,1.30652E+11,-4.668147364,1.30652E+11,-4.668147364
Tuvalu,TUV,1994,,,10887216.91,10.28337682,10887216.91,10.28337682
Tanzania,TZA,1994,,3.451,4510847189,1.567661766,4510847189,1.567661766
Uganda,UGA,1994,,3.361,3990430447,6.403635743,3990430447,6.403635743
Ukraine,UKR,1994,,2,52549553403,-22.9,52549553403,-22.9
Upper middle income,UMC,1994,0.6629898,4.532122013,3.34561E+12,3.959665861,3.34561E+12,3.959665861
Uruguay,URY,1994,,9.04,17474590051,7.281342644,17474590051,7.281342644
United States,USA,1994,0.026663059,6.12,7.28724E+12,4.02879326,7.28724E+12,4.02879326
Uzbekistan,UZB,1994,,7.3,12899156991,-5.199999992,12899156991,-5.199999992
St. Vincent and the Grenadines,VCT,1994,5.865793008,20.185,289437037,-1.247623364,289437037,-1.247623364
"Venezuela, RB",VEN,1994,0.003423563,8.56,58418666667,-2.349507928,58418666667,-2.349507928
British Virgin Islands,VGB,1994,,,,,,
Virgin Islands (U.S.),VIR,1994,,12.252,,,,
Viet Nam,VNM,1994,,1.945,16286433533,8.838980952,16286433533,8.838980952
Vanuatu,VUT,1994,7.753083352,1.622,233701301.5,9.081466093,233701301.5,9.081466093
World,WLD,1994,0.344027082,5.610617554,2.78996E+13,3.334760502,2.78996E+13,3.334760502
Samoa,WSM,1994,16.73465259,3.04,221098106.5,-2.542100481,221098106.5,-2.542100481
Kosovo,XKX,1994,,,,,,
"Yemen, Rep.",YEM,1994,25.41899563,8.34,4167356037,6.721949122,4167356037,6.721949122
South Africa,ZAF,1994,0.064337189,20.828,1.53513E+11,3.200000003,1.53513E+11,3.200000003
Zambia,ZMB,1994,,18.679,3656808233,-8.625441952,3656808233,-8.625441952
Zimbabwe,ZWE,1994,0.633978778,4.96,6890675000,9.235198825,6890675000,9.235198825
Aruba,ABW,1995,0.101522843,,1320670391,2.547143687,1320670391,2.547143687
Africa Eastern and Southern,AFE,1995,0.862613033,7.063796009,2.70327E+11,4.335235161,2.70327E+11,4.335235161
Afghanistan,AFG,1995,,8.26,,,,
Africa Western and Central,AFW,1995,0.987768277,4.34899635,1.08691E+11,1.929529305,1.08691E+11,1.929529305
Angola,AGO,1995,,4.304,5561222222,15.00000003,5561222222,15.00000003
Albania,ALB,1995,17.85800219,14.611,2392764853,13.32233332,2392764853,13.32233332
Andorra,AND,1995,,,1178745314,2.757501613,1178745314,2.757501613
Arab World,ARB,1995,,13.2169994,5.56046E+11,3.008136812,5.56046E+11,3.008136812
United Arab Emirates,ARE,1995,,1.8,65743666576,6.687886464,65743666576,6.687886464
Argentina,ARG,1995,0.02464813,18.8,2.58032E+11,-2.845209611,2.58032E+11,-2.845209611
Armenia,ARM,1995,4.859303465,6.7,1468317435,6.89999842,1468317435,6.89999842
American Samoa,ASM,1995,,,,,,
Antigua and Barbuda,ATG,1995,0.577419051,,577281481.5,-4.359587382,577281481.5,-4.359587382
Australia,AUS,1995,0.119217526,8.47,3.68141E+11,3.887106294,3.68141E+11,3.887106294
Austria,AUT,1995,0.420025596,4.34,2.41038E+11,2.667983531,2.41038E+11,2.667983531
Azerbaijan,AZE,1995,0.124103735,7.2,2417332562,-11.79999911,2417332562,-11.79999911
Burundi,BDI,1995,,2.892,1000428394,-7.920000004,1000428394,-7.920000004
Belgium,BEL,1995,1.713987356,9.34,2.88026E+11,2.38475728,2.88026E+11,2.38475728
Benin,BEN,1995,4.559875502,1.237,2169627138,6.04519865,2169627138,6.04519865
Burkina Faso,BFA,1995,3.285468207,2.514,2379517976,5.716373863,2379517976,5.716373863
Bangladesh,BGD,1995,3.16729632,2.464,37939748769,5.121277897,37939748769,5.121277897
Bulgaria,BGR,1995,,11.1,18991531543,2.855051003,18991531543,2.855051003
Bahrain,BHR,1995,,1.128,5849468273,3.929991545,5849468273,3.929991545
"Bahamas, The",BHS,1995,,10.83,3429000000,4.37875209,3429000000,4.37875209
Bosnia and Herzegovina,BIH,1995,,21.842,1866572954,20.79999754,1866572954,20.79999754
Belarus,BLR,1995,0.203969507,17.7,13972676841,-10.40000049,13972676841,-10.40000049
Belize,BLZ,1995,1.697800855,12.48,818500000,0.640078779,818500000,0.640078779
Bermuda,BMU,1995,,,2030750000,4.39914833,2030750000,4.39914833
Bolivia,BOL,1995,0.080415035,2.752,6715162199,4.678276597,6715162199,4.678276597
Brazil,BRA,1995,0.38370884,7.09,7.69333E+11,4.223793634,7.69333E+11,4.223793634
Barbados,BRB,1995,2.746987441,19.66,2216974096,2.013998,2216974096,2.013998
Brunei Darussalam,BRN,1995,,5.125,4734103536,4.47870734,4734103536,4.47870734
Bhutan,BTN,1995,,1.454,290490986.8,7.074117278,290490986.8,7.074117278
Botswana,BWA,1995,1.169724421,21.35,4730599691,7.030410248,4730599691,7.030410248
Central African Republic,CAF,1995,,5.442,1115389674,7.200045558,1115389674,7.200045558
Canada,CAN,1995,0.080280109,9.49,6.05941E+11,2.693976276,6.05941E+11,2.693976276
Central Europe and the Baltics,CEB,1995,0.516590066,10.84923785,3.93417E+11,5.711994216,3.93417E+11,5.711994216
Switzerland,CHE,1995,0.417517179,3.09,3.52845E+11,0.480866449,3.52845E+11,0.480866449
Channel Islands,CHI,1995,,7.574,,,,
Chile,CHL,1995,,4.7,73446446283,8.933295869,73446446283,8.933295869
China,CHN,1995,0.047652446,3,7.34485E+11,10.95395434,7.34485E+11,10.95395434
Cote d'Ivoire,CIV,1995,1.373229615,4.1,11000146269,7.125744724,11000146269,7.125744724
Cameroon,CMR,1995,0.103445718,7.968,10864772473,2.894001377,10864772473,2.894001377
"Congo, Dem. Rep.",COD,1995,,2.962,5643439376,0.69999883,5643439376,0.69999883
"Congo, Rep.",COG,1995,0.200340845,20.191,2116003868,3.985324378,2116003868,3.985324378
Colombia,COL,1995,0.881246648,8.72,92495970511,5.202437593,92495970511,5.202437593
Comoros,COM,1995,3.065021084,4.953,398461796.7,3.610206432,398461796.7,3.610206432
Cabo Verde,CPV,1995,21.7306947,11.333,487148993.5,14.21163626,487148993.5,14.21163626
Costa Rica,CRI,1995,1.064896111,5.18,11578594260,4.153953043,11578594260,4.153953043
Caribbean small states,CSS,1995,4.43438261,11.35557556,22270861760,2.90573167,22270861760,2.90573167
Cuba,CUB,1995,,8.27,30429803651,2.457201172,30429803651,2.457201172
Curacao,CUW,1995,,,,,,
Cayman Islands,CYM,1995,,,,,,
Cyprus,CYP,1995,0.48954708,2.6,9933133247,8.362469305,9933133247,8.362469305
Czechia,CZE,1995,0.31440842,4.02,60145663259,6.500813529,60145663259,6.500813529
Germany,DEU,1995,0.174298232,8.16,2.58579E+12,1.544146496,2.58579E+12,1.544146496
Djibouti,DJI,1995,2.388758253,29.426,497723960.6,,497723960.6,
Dominica,DMA,1995,3.948948341,,274522222.2,3.030862602,274522222.2,3.030862602
Denmark,DNK,1995,0.282651143,6.99,1.85008E+11,3.027587267,1.85008E+11,3.027587267
Dominican Republic,DOM,1995,5.044066206,6.379,16637370839,5.685430737,16637370839,5.685430737
Algeria,DZA,1995,2.681716719,31.84,41764291964,3.79999479,41764291964,3.79999479
East Asia & Pacific (excluding high income),EAP,1995,0.644833014,2.994670223,1.32174E+12,9.874767547,1.32174E+12,9.874767547
Early-demographic dividend,EAR,1995,1.600230717,6.751482725,2.56095E+12,2.40120617,2.56095E+12,2.40120617
East Asia & Pacific,EAS,1995,0.189780533,3.03533413,8.40727E+12,5.669211277,8.40727E+12,5.669211277
Europe & Central Asia (excluding high income),ECA,1995,0.680151201,9.060703572,7.21539E+11,-1.85880666,7.21539E+11,-1.85880666
Europe & Central Asia,ECS,1995,0.363392936,9.937434766,1.08714E+13,2.138686624,1.08714E+13,2.138686624
Ecuador,ECU,1995,1.58032917,4.632,24432884442,2.252548774,24432884442,2.252548774
"Egypt, Arab Rep.",EGY,1995,5.362434314,11.04,60159245060,4.64245877,60159245060,4.64245877
Euro area,EMU,1995,0.390848189,11.43647703,7.51545E+12,2.420352968,7.51545E+12,2.420352968
Eritrea,ERI,1995,,5.378,578015625,2.858379059,578015625,2.858379059
Spain,ESP,1995,0.449654398,22.68,6.14609E+11,2.757494046,6.14609E+11,2.757494046
Estonia,EST,1995,0.028510624,9.66,4502970889,,4502970889,
Ethiopia,ETH,1995,0.356990143,3.205,7663984568,6.127511414,7663984568,6.127511414
European Union,EUU,1995,0.38369662,11.0599384,8.29583E+12,2.663070737,8.29583E+12,2.663070737
Fragile and conflict affected situations,FCS,1995,,5.020541518,3.61979E+11,0.067816991,3.61979E+11,0.067816991
Finland,FIN,1995,0.055338673,17,1.3419E+11,4.21686747,1.3419E+11,4.21686747
Fiji,FJI,1995,1.660110433,4.778,1970301019,2.499998538,1970301019,2.499998538
France,FRA,1995,0.276954397,11.83,1.60109E+12,2.106695253,1.60109E+12,2.106695253
Faroe Islands,FRO,1995,,,,,,
"Micronesia, Fed. Sts.",FSM,1995,,,221575300,7.014464845,221575300,7.014464845
Gabon,GAB,1995,0.090174531,17.62,4958845649,4.973847763,4958845649,4.973847763
United Kingdom,GBR,1995,0.10392886,8.69,1.34625E+12,2.531670022,1.34625E+12,2.531670022
Georgia,GEO,1995,,7.6,2693768413,2.599996724,2693768413,2.599996724
Ghana,GHA,1995,0.266221576,6.451,6464389656,4.112418972,6464389656,4.112418972
Gibraltar,GIB,1995,,,,,,
Guinea,GIN,1995,0.020034055,4.528,3693710533,4.607673202,3693710533,4.607673202
"Gambia, The",GMB,1995,,8.219,785999879.7,0.881848241,785999879.7,0.881848241
Guinea-Bissau,GNB,1995,0.721878801,2.99,253966922.3,4.400000008,253966922.3,4.400000008
Equatorial Guinea,GNQ,1995,0.070615602,7.804,141853360.9,17.48626373,141853360.9,17.48626373
Greece,GRC,1995,2.400671558,9.06,1.36878E+11,2.099719737,1.36878E+11,2.099719737
